epoch,mode,sample,requested_C_H_O,generated_C_H_O,species_key,base_atom_indices,base_bonds,attached_h_per_base_atom,in_species_training_reference,correct_for_condition,termination
300,sampled,1690,"[1, 0, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,True,STOP
300,sampled,1691,"[1, 0, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,True,STOP
300,sampled,1692,"[1, 0, 0]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,False,STOP
300,sampled,1693,"[1, 0, 0]","[1, 1, 1]",HCO,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[1, 0]",True,False,STOP
300,sampled,1694,"[1, 0, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,True,STOP
300,sampled,1695,"[1, 0, 0]","[1, 1, 1]",HCO,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 1]",True,False,STOP
300,sampled,1696,"[1, 0, 0]","[1, 0, 2]",CO2,"{0: 'O', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[0, 0, 0]",True,False,STOP
300,sampled,1697,"[1, 0, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,True,STOP
300,sampled,1698,"[1, 0, 0]","[0, 1, 0]",H,{0: 'H'},[],[],True,False,STOP
300,sampled,1699,"[1, 0, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,True,STOP
300,sampled,1700,"[1, 0, 0]","[1, 0, 0]",C,{0: 'C'},[],[0],True,True,STOP
300,sampled,1701,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1702,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1703,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1704,"[1, 3, 1]","[1, 3, 2]",CH3O2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 1), (1, 2, 1)]","[3, 0, 0]",True,False,STOP
300,sampled,1705,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,1706,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1707,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1708,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 3]",True,True,STOP
300,sampled,1709,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1710,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1711,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1712,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1713,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1714,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1715,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1716,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1717,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1718,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,1719,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1720,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1721,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1722,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1723,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1724,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1725,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 3]",True,True,STOP
300,sampled,1726,"[1, 3, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (1, 2, 2)]","[2, 1, 0]",True,False,STOP
300,sampled,1727,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1728,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1729,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1730,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1731,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1732,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1733,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1734,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1735,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1736,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1737,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1738,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1739,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1740,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1741,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1742,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,True,STOP
300,sampled,1743,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1744,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1745,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1746,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1747,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1748,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1749,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1750,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1751,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1752,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,True,STOP
300,sampled,1753,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1754,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,True,STOP
300,sampled,1755,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1756,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1757,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1758,"[1, 3, 1]","[1, 2, 0]",CH2,{0: 'C'},[],[2],True,False,STOP
300,sampled,1759,"[1, 3, 1]","[1, 1, 0]",CH,{0: 'C'},[],[1],True,False,STOP
300,sampled,1760,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1761,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1762,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 2]",True,True,STOP
300,sampled,1763,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1764,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1765,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1766,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1767,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1768,"[1, 3, 1]","[1, 2, 0]",CH2,{0: 'C'},[],[2],True,False,STOP
300,sampled,1769,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1770,"[1, 3, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,False,STOP
300,sampled,1771,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1772,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1773,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1774,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 3]",True,False,STOP
300,sampled,1775,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1776,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1777,"[1, 3, 1]","[2, 3, 1]",CH2CHO,"{0: 'O', 1: 'C', 2: 'C'}","[(0, 1, 2), (1, 2, 1)]","[0, 1, 2]",True,False,STOP
300,sampled,1778,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1779,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1780,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[0, 3]",True,True,STOP
300,sampled,1781,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1782,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1783,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1784,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1785,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1786,"[1, 3, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1787,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1788,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1789,"[1, 3, 1]","[1, 3, 2]",CH3O2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 1), (1, 2, 1)]","[3, 0, 0]",True,False,STOP
300,sampled,1790,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,1791,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1792,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1793,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1794,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1795,"[1, 3, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,True,STOP
300,sampled,1796,"[1, 3, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,False,STOP
300,sampled,1797,"[1, 3, 1]","[1, 2, 1]",CH2O,"{0: 'C', 1: 'O'}","[(0, 1, 2)]","[2, 0]",True,False,STOP
300,sampled,1798,"[1, 3, 1]","[2, 2, 1]",CH2CO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 2), (1, 2, 2)]","[2, 0, 0]",True,False,STOP
300,sampled,1799,"[1, 3, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,True,STOP
300,sampled,1800,"[1, 3, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[1, 2, 0]",True,False,STOP
300,sampled,1801,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1802,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1803,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1804,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1805,"[1, 4, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,False,STOP
300,sampled,1806,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1807,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1808,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1809,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1810,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 3]",True,True,STOP
300,sampled,1811,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1812,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1813,"[1, 4, 1]","[1, 4, 0]",CH4,{0: 'C'},[],[4],True,False,STOP
300,sampled,1814,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1815,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1816,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1817,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1818,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 3]",True,True,STOP
300,sampled,1819,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1820,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1821,"[1, 4, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1822,"[1, 4, 1]","[1, 4, 2]",Unknown,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 1), (1, 2, 1)]","[3, 0, 1]",False,False,STOP
300,sampled,1823,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1824,"[1, 4, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1825,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1826,"[1, 4, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1827,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1828,"[1, 4, 1]","[1, 2, 1]",CH2O,"{0: 'O', 1: 'C'}","[(0, 1, 2)]","[0, 2]",True,False,STOP
300,sampled,1829,"[1, 4, 1]","[1, 4, 0]",CH4,{0: 'C'},[],[4],True,False,STOP
300,sampled,1830,"[1, 4, 1]","[2, 4, 1]",CH3CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (0, 2, 2)]","[1, 3, 0]",True,False,STOP
300,sampled,1831,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1832,"[1, 4, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1833,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1834,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1835,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'O', 1: 'C'}","[(0, 1, 1)]","[1, 3]",True,True,STOP
300,sampled,1836,"[1, 4, 1]","[1, 4, 2]",Unknown,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 1), (1, 2, 1)]","[3, 0, 1]",False,False,STOP
300,sampled,1837,"[1, 4, 1]","[1, 4, 0]",CH4,{0: 'C'},[],[4],True,False,STOP
300,sampled,1838,"[1, 4, 1]","[1, 3, 1]",CH2OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[2, 1]",True,False,STOP
300,sampled,1839,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1840,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1841,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1842,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1843,"[1, 4, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1844,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1845,"[1, 4, 1]","[2, 3, 1]",CH2CHO,"{0: 'C', 1: 'C', 2: 'O'}","[(0, 1, 1), (1, 2, 2)]","[2, 1, 0]",True,False,STOP
300,sampled,1846,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1847,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1848,"[1, 4, 1]","[1, 4, 0]",CH4,{0: 'C'},[],[4],True,False,STOP
300,sampled,1849,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1850,"[1, 4, 1]","[1, 4, 0]",CH4,{0: 'C'},[],[4],True,False,STOP
300,sampled,1851,"[1, 4, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1852,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1853,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1854,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1855,"[1, 4, 1]","[1, 3, 2]",CH3O2,"{0: 'C', 1: 'O', 2: 'O'}","[(0, 1, 1), (1, 2, 1)]","[3, 0, 0]",True,False,STOP
300,sampled,1856,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1857,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1858,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1859,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1860,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1861,"[1, 4, 1]","[1, 3, 1]",CH3O,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 0]",True,False,STOP
300,sampled,1862,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1863,"[1, 4, 1]","[1, 3, 0]",CH3,{0: 'C'},[],[3],True,False,STOP
300,sampled,1864,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1865,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1866,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1867,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1868,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1869,"[1, 4, 1]","[1, 4, 1]",CH3OH,"{0: 'C', 1: 'O'}","[(0, 1, 1)]","[3, 1]",True,True,STOP
300,sampled,1870,"[1, 4, 1]","[2, 5, 0]",C2H5,"{0: 'C', 1: 'C'}","[(0, 1, 1)]","[2, 3]",True,False,STOP
